date,city_code,tmv_city_crores,company,ms_pct
01-Jan-22,400001,286.29,Atliqo,21.2
01-Jan-22,110001,241.59,Atliqo,17.68
01-Jan-22,700001,222.19,Atliqo,16.61
01-Jan-22,560001,195.41,Atliqo,19.14
01-Jan-22,600001,166.78,Atliqo,18.47
01-Jan-22,500001,148.68,Atliqo,19
01-Jan-22,411001,141.3,Atliqo,17.14
01-Jan-22,380001,110.08,Atliqo,19.05
01-Jan-22,302001,79.05,Atliqo,28.1
01-Jan-22,226001,67.6,Atliqo,17.54
01-Jan-22,800008,55.78,Atliqo,26.15
01-Jan-22,641001,50.24,Atliqo,15.57
01-Jan-22,160017,36.57,Atliqo,17.36
01-Jan-22,122001,27.89,Atliqo,19.07
01-Jan-22,492001,17.55,Atliqo,24.35
01-Feb-22,400001,328.6,Atliqo,18.62
01-Feb-22,110001,277.3,Atliqo,19.54
01-Feb-22,700001,255.04,Atliqo,15.48
01-Feb-22,560001,224.3,Atliqo,20.98
01-Feb-22,600001,191.44,Atliqo,29.2
01-Feb-22,500001,170.66,Atliqo,20.2
01-Feb-22,411001,162.18,Atliqo,17.67
01-Feb-22,380001,126.35,Atliqo,16.33
01-Feb-22,302001,90.74,Atliqo,17.27
01-Feb-22,226001,77.59,Atliqo,31.93
01-Feb-22,800008,64.02,Atliqo,18.3
01-Feb-22,641001,57.66,Atliqo,20.71
01-Feb-22,160017,41.98,Atliqo,15.11
01-Feb-22,122001,32.01,Atliqo,29.52
01-Feb-22,492001,20.14,Atliqo,20.99
01-Mar-22,400001,305.81,Atliqo,18.73
01-Mar-22,110001,258.07,Atliqo,18.98
01-Mar-22,700001,237.35,Atliqo,28.36
01-Mar-22,560001,208.74,Atliqo,20.06
01-Mar-22,600001,178.16,Atliqo,17.12
01-Mar-22,500001,158.83,Atliqo,17.6
01-Mar-22,411001,150.93,Atliqo,20.43
01-Mar-22,380001,117.59,Atliqo,24.62
01-Mar-22,302001,84.44,Atliqo,20.25
01-Mar-22,226001,72.21,Atliqo,20.68
01-Mar-22,800008,59.58,Atliqo,17.83
01-Mar-22,641001,53.67,Atliqo,31.89
01-Mar-22,160017,39.07,Atliqo,19.23
01-Mar-22,122001,29.79,Atliqo,20.26
01-Mar-22,492001,18.74,Atliqo,18.48
01-Apr-22,400001,324.26,Atliqo,20.12
01-Apr-22,110001,273.63,Atliqo,18.46
01-Apr-22,700001,251.67,Atliqo,19.41
01-Apr-22,560001,221.33,Atliqo,19.13
01-Apr-22,600001,188.91,Atliqo,17.43
01-Apr-22,500001,168.41,Atliqo,16.6
01-Apr-22,411001,160.04,Atliqo,28.7
01-Apr-22,380001,124.68,Atliqo,19.2
01-Apr-22,302001,89.54,Atliqo,16.87
01-Apr-22,226001,76.57,Atliqo,17.33
01-Apr-22,800008,63.18,Atliqo,18.69
01-Apr-22,641001,56.9,Atliqo,15.45
01-Apr-22,160017,41.42,Atliqo,25.31
01-Apr-22,122001,31.59,Atliqo,19.99
01-Apr-22,492001,19.87,Atliqo,18.74
01-Jun-22,400001,308,Atliqo,20.16
01-Jun-22,110001,253.61,Atliqo,16.61
01-Jun-22,700001,235.88,Atliqo,15.59
01-Jun-22,560001,211.24,Atliqo,18
01-Jun-22,600001,174.99,Atliqo,17.46
01-Jun-22,500001,157.64,Atliqo,17.82
01-Jun-22,411001,152.13,Atliqo,16.23
01-Jun-22,380001,115.47,Atliqo,18.05
01-Jun-22,302001,85.72,Atliqo,26.66
01-Jun-22,226001,73.7,Atliqo,16.68
01-Jun-22,800008,60.5,Atliqo,24.91
01-Jun-22,641001,53.6,Atliqo,14.73
01-Jun-22,160017,39.02,Atliqo,16.42
01-Jun-22,122001,30.35,Atliqo,18.13
01-Jun-22,492001,18.92,Atliqo,23.1
01-Jul-22,400001,348.85,Atliqo,17.17
01-Jul-22,110001,287.25,Atliqo,17.86
01-Jul-22,700001,267.16,Atliqo,14.27
01-Jul-22,560001,239.26,Atliqo,19.27
01-Jul-22,600001,198.2,Atliqo,27.18
01-Jul-22,500001,178.56,Atliqo,18.66
01-Jul-22,411001,172.31,Atliqo,16.24
01-Jul-22,380001,130.79,Atliqo,14.86
01-Jul-22,302001,97.09,Atliqo,15.75
01-Jul-22,226001,83.47,Atliqo,29.67
01-Jul-22,800008,68.52,Atliqo,16.75
01-Jul-22,641001,60.71,Atliqo,19
01-Jul-22,160017,44.19,Atliqo,13.83
01-Jul-22,122001,34.37,Atliqo,27.26
01-Jul-22,492001,21.43,Atliqo,19.48
01-Aug-22,400001,333.45,Atliqo,17.5
01-Aug-22,110001,274.57,Atliqo,17.82
01-Aug-22,700001,255.37,Atliqo,27.02
01-Aug-22,560001,228.7,Atliqo,19.06
01-Aug-22,600001,189.45,Atliqo,15.98
01-Aug-22,500001,170.67,Atliqo,16.61
01-Aug-22,411001,164.7,Atliqo,19.22
01-Aug-22,380001,125.02,Atliqo,23.38
01-Aug-22,302001,92.8,Atliqo,19.08
01-Aug-22,226001,79.79,Atliqo,19.64
01-Aug-22,800008,65.5,Atliqo,16.87
01-Aug-22,641001,58.03,Atliqo,30.5
01-Aug-22,160017,42.24,Atliqo,18.15
01-Aug-22,122001,32.85,Atliqo,19.2
01-Aug-22,492001,20.48,Atliqo,17.54
01-Sep-22,400001,349.97,Atliqo,18.52
01-Sep-22,110001,288.17,Atliqo,16.82
01-Sep-22,700001,268.02,Atliqo,17.89
01-Sep-22,560001,240.03,Atliqo,17.59
01-Sep-22,600001,198.83,Atliqo,15.87
01-Sep-22,500001,179.13,Atliqo,15.26
01-Sep-22,411001,172.86,Atliqo,26.49
01-Sep-22,380001,131.21,Atliqo,17.58
01-Sep-22,302001,97.4,Atliqo,15.33
01-Sep-22,226001,83.74,Atliqo,15.86
01-Sep-22,800008,68.74,Atliqo,17.25
01-Sep-22,641001,60.9,Atliqo,14.1
01-Sep-22,160017,44.33,Atliqo,23.29
01-Sep-22,122001,34.48,Atliqo,18.42
01-Sep-22,492001,21.5,Atliqo,17.33
01-Jan-22,400001,286.29,Britel,25.45
01-Jan-22,110001,241.59,Britel,29.34
01-Jan-22,700001,222.19,Britel,27.85
01-Jan-22,560001,195.41,Britel,33.97
01-Jan-22,600001,166.78,Britel,31.44
01-Jan-22,500001,148.68,Britel,30.93
01-Jan-22,411001,141.3,Britel,34.31
01-Jan-22,380001,110.08,Britel,30.45
01-Jan-22,302001,79.05,Britel,18.47
01-Jan-22,226001,67.6,Britel,32.71
01-Jan-22,800008,55.78,Britel,20.17
01-Jan-22,641001,50.24,Britel,30.53
01-Jan-22,160017,36.57,Britel,32.97
01-Jan-22,122001,27.89,Britel,27.41
01-Jan-22,492001,17.55,Britel,20.31
01-Feb-22,400001,328.6,Britel,27.42
01-Feb-22,110001,277.3,Britel,30.36
01-Feb-22,700001,255.04,Britel,31.02
01-Feb-22,560001,224.3,Britel,30.34
01-Feb-22,600001,191.44,Britel,21.66
01-Feb-22,500001,170.66,Britel,23.47
01-Feb-22,411001,162.18,Britel,32.57
01-Feb-22,380001,126.35,Britel,27.25
01-Feb-22,302001,90.74,Britel,31.9
01-Feb-22,226001,77.59,Britel,17.33
01-Feb-22,800008,64.02,Britel,31.64
01-Feb-22,641001,57.66,Britel,29.09
01-Feb-22,160017,41.98,Britel,29.39
01-Feb-22,122001,32.01,Britel,19.87
01-Feb-22,492001,20.14,Britel,26.89
01-Mar-22,400001,305.81,Britel,32.14
01-Mar-22,110001,258.07,Britel,31.97
01-Mar-22,700001,237.35,Britel,19.64
01-Mar-22,560001,208.74,Britel,28.13
01-Mar-22,600001,178.16,Britel,24.17
01-Mar-22,500001,158.83,Britel,31.95
01-Mar-22,411001,150.93,Britel,28.19
01-Mar-22,380001,117.59,Britel,20.42
01-Mar-22,302001,84.44,Britel,26.67
01-Mar-22,226001,72.21,Britel,24.99
01-Mar-22,800008,59.58,Britel,25.96
01-Mar-22,641001,53.67,Britel,18.31
01-Mar-22,160017,39.07,Britel,26
01-Mar-22,122001,29.79,Britel,31
01-Mar-22,492001,18.74,Britel,25.32
01-Apr-22,400001,324.26,Britel,28.26
01-Apr-22,110001,273.63,Britel,30.41
01-Apr-22,700001,251.67,Britel,27
01-Apr-22,560001,221.33,Britel,26.36
01-Apr-22,600001,188.91,Britel,32.23
01-Apr-22,500001,168.41,Britel,29.48
01-Apr-22,411001,160.04,Britel,19.73
01-Apr-22,380001,124.68,Britel,28.14
01-Apr-22,302001,89.54,Britel,30.37
01-Apr-22,226001,76.57,Britel,27.86
01-Apr-22,800008,63.18,Britel,28.65
01-Apr-22,641001,56.9,Britel,28.8
01-Apr-22,160017,41.42,Britel,17.34
01-Apr-22,122001,31.59,Britel,25.59
01-Apr-22,492001,19.87,Britel,23.98
01-Jun-22,400001,308,Britel,25.79
01-Jun-22,110001,253.61,Britel,29.72
01-Jun-22,700001,235.88,Britel,28.19
01-Jun-22,560001,211.24,Britel,34.45
01-Jun-22,600001,174.99,Britel,31.83
01-Jun-22,500001,157.64,Britel,31.38
01-Jun-22,411001,152.13,Britel,34.69
01-Jun-22,380001,115.47,Britel,30.83
01-Jun-22,302001,85.72,Britel,18.84
01-Jun-22,226001,73.7,Britel,33.05
01-Jun-22,800008,60.5,Britel,20.51
01-Jun-22,641001,53.6,Britel,30.84
01-Jun-22,160017,39.02,Britel,33.35
01-Jun-22,122001,30.35,Britel,27.73
01-Jun-22,492001,18.92,Britel,20.64
01-Jul-22,400001,348.85,Britel,27.91
01-Jul-22,110001,287.25,Britel,31
01-Jul-22,700001,267.16,Britel,31.46
01-Jul-22,560001,239.26,Britel,31
01-Jul-22,600001,198.2,Britel,22.28
01-Jul-22,500001,178.56,Britel,23.92
01-Jul-22,411001,172.31,Britel,33.14
01-Jul-22,380001,130.79,Britel,27.73
01-Jul-22,302001,97.09,Britel,32.48
01-Jul-22,226001,83.47,Britel,17.9
01-Jul-22,800008,68.52,Britel,32.24
01-Jul-22,641001,60.71,Britel,29.72
01-Jul-22,160017,44.19,Britel,29.83
01-Jul-22,122001,34.37,Britel,20.51
01-Jul-22,492001,21.43,Britel,27.41
01-Aug-22,400001,333.45,Britel,32.63
01-Aug-22,110001,274.57,Britel,32.43
01-Aug-22,700001,255.37,Britel,20.01
01-Aug-22,560001,228.7,Britel,28.48
01-Aug-22,600001,189.45,Britel,24.5
01-Aug-22,500001,170.67,Britel,32.33
01-Aug-22,411001,164.7,Britel,28.62
01-Aug-22,380001,125.02,Britel,20.76
01-Aug-22,302001,92.8,Britel,27.06
01-Aug-22,226001,79.79,Britel,25.32
01-Aug-22,800008,65.5,Britel,26.26
01-Aug-22,641001,58.03,Britel,18.68
01-Aug-22,160017,42.24,Britel,26.35
01-Aug-22,122001,32.85,Britel,31.41
01-Aug-22,492001,20.48,Britel,25.61
01-Sep-22,400001,349.97,Britel,28.82
01-Sep-22,110001,288.17,Britel,31.02
01-Sep-22,700001,268.02,Britel,27.51
01-Sep-22,560001,240.03,Britel,26.86
01-Sep-22,600001,198.83,Britel,32.84
01-Sep-22,500001,179.13,Britel,29.95
01-Sep-22,411001,172.86,Britel,20.34
01-Sep-22,380001,131.21,Britel,28.71
01-Sep-22,302001,97.4,Britel,30.93
01-Sep-22,226001,83.74,Britel,28.36
01-Sep-22,800008,68.74,Britel,29.16
01-Sep-22,641001,60.9,Britel,29.26
01-Sep-22,160017,44.33,Britel,17.81
01-Sep-22,122001,34.48,Britel,26.09
01-Sep-22,492001,21.5,Britel,24.4
01-Jan-22,400001,286.29,PIO,33.96
01-Jan-22,110001,241.59,PIO,35.77
01-Jan-22,700001,222.19,PIO,38.08
01-Jan-22,560001,195.41,PIO,33.01
01-Jan-22,600001,166.78,PIO,35.89
01-Jan-22,500001,148.68,PIO,34.05
01-Jan-22,411001,141.3,PIO,31.34
01-Jan-22,380001,110.08,PIO,32.08
01-Jan-22,302001,79.05,PIO,34.92
01-Jan-22,226001,67.6,PIO,31.28
01-Jan-22,800008,55.78,PIO,34.18
01-Jan-22,641001,50.24,PIO,36.64
01-Jan-22,160017,36.57,PIO,32.49
01-Jan-22,122001,27.89,PIO,35.33
01-Jan-22,492001,17.55,PIO,36.4
01-Feb-22,400001,328.6,PIO,36.83
01-Feb-22,110001,277.3,PIO,34.01
01-Feb-22,700001,255.04,PIO,36.01
01-Feb-22,560001,224.3,PIO,32.01
01-Feb-22,600001,191.44,PIO,31.77
01-Feb-22,500001,170.66,PIO,38.65
01-Feb-22,411001,162.18,PIO,33.9
01-Feb-22,380001,126.35,PIO,39.9
01-Feb-22,302001,90.74,PIO,33.52
01-Feb-22,226001,77.59,PIO,36.25
01-Feb-22,800008,64.02,PIO,31.56
01-Feb-22,641001,57.66,PIO,33.12
01-Feb-22,160017,41.98,PIO,35.37
01-Feb-22,122001,32.01,PIO,33.47
01-Feb-22,492001,20.14,PIO,35.36
01-Mar-22,400001,305.81,PIO,30.23
01-Mar-22,110001,258.07,PIO,33.16
01-Mar-22,700001,237.35,PIO,35.97
01-Mar-22,560001,208.74,PIO,33.78
01-Mar-22,600001,178.16,PIO,39.75
01-Mar-22,500001,158.83,PIO,32.13
01-Mar-22,411001,150.93,PIO,31.64
01-Mar-22,380001,117.59,PIO,37.88
01-Mar-22,302001,84.44,PIO,36.97
01-Mar-22,226001,72.21,PIO,37.79
01-Mar-22,800008,59.58,PIO,39.39
01-Mar-22,641001,53.67,PIO,32.85
01-Mar-22,160017,39.07,PIO,35.12
01-Mar-22,122001,29.79,PIO,33.91
01-Mar-22,492001,18.74,PIO,39.01
01-Apr-22,400001,324.26,PIO,32.22
01-Apr-22,110001,273.63,PIO,35.81
01-Apr-22,700001,251.67,PIO,38.01
01-Apr-22,560001,221.33,PIO,35.26
01-Apr-22,600001,188.91,PIO,33.15
01-Apr-22,500001,168.41,PIO,36.01
01-Apr-22,411001,160.04,PIO,37.08
01-Apr-22,380001,124.68,PIO,35.13
01-Apr-22,302001,89.54,PIO,33.23
01-Apr-22,226001,76.57,PIO,37.19
01-Apr-22,800008,63.18,PIO,35.35
01-Apr-22,641001,56.9,PIO,37.29
01-Apr-22,160017,41.42,PIO,40.37
01-Apr-22,122001,31.59,PIO,36.74
01-Apr-22,492001,19.87,PIO,37.27
